,CPI,trade_balance_perc_of_gdp,life_expectancy,inflation_annual_perc,gini_index,democracy_index,childmor_0_5_per_1000,cellphone_per_100,avrg_daily_income,gender_inequality_ind,press_freedom_index,political_stability,ethnic_div_index,linguistic_div_index,religious_div_index,rural_population_ratio,unemployment_perc_tot_labor,pop_percent_with_sanitation,undernourishment_prevalence_perc,population,fertility_rate
1255,54.0,14.5,53.4,6.03,61.6,75.3,61.7,58.6,10.6,0.508,76.5,1.05613911151886,0.4102,0.411,0.5986,42.072,17.172,61.602337,22.2,1966980.0,2.92
1256,53.0,-4.76,78.3,4.14,31.1,76.5,4.29,127.0,52.8,0.123,86.0,0.537055730819702,0.0939,0.3962,0.3962,32.018,3.92,99.636536,6.9,1073875.0,1.48
1257,53.0,0.141,73.6,5.44,27.9,74.8,6.85,110.0,19.0,0.245,95.5,0.747096717357636,0.1522,0.0297,0.5244,32.579,7.41,98.02054,2.5,10041171.0,1.32
1258,52.0,2.42,77.2,3.54,26.0,81.8,3.92,128.0,30.7,0.156,96.0,1.0154139995575,0.3222,0.3233,0.6591,26.537,5.32,99.138245,2.5,10337831.0,1.39
1259,52.0,-0.339,81.5,2.48,32.9,78.5,4.23,153.0,49.5,0.14,88.75,0.446970045566559,0.1145,0.1147,0.3027,32.026,6.08,99.88578,2.5,58778480.0,1.4
1260,51.0,19.9,74.5,4.88,45.1,61.7,7.91,86.2,18.5,0.272,59.0,0.193307161331177,0.588,0.597,0.6657,31.64,3.23,98.27078,3.6,27092604.0,2.22
1261,51.0,-1.21,53.2,8.25,63.6,79.1,71.0,84.6,11.1,0.452,87.0,0.215346544981003,0.7517,0.8652,0.8603,39.384,19.543,66.07166,3.6,49996096.0,2.64
1262,51.0,0.91,79.8,2.42,32.0,79.5,4.81,92.0,36.3,0.107,87.87,0.566254734992981,0.002,0.0021,0.6604,18.369,3.01,99.99949,2.5,48220600.0,1.16
1265,50.0,-5.29,80.3,10.5,49.3,80.4,10.3,34.0,20.6,0.334,93.5,0.582772672176361,0.2368,0.0489,0.241,31.826,4.49,95.268776,3.8,4440023.0,2.01
1268,48.0,-19.1,70.9,20.1,37.5,73.0,9.31,102.0,23.4,0.269,96.5,0.561930537223816,0.5867,0.5795,0.5556,32.1,6.05,89.31975,2.5,2176059.0,1.46
1269,48.0,-13.1,70.6,8.55,34.8,74.0,8.04,150.0,24.1,0.187,93.0,0.817851543426514,0.3223,0.3219,0.4141,33.223,4.25,87.96724,2.5,3272416.0,1.39
1270,47.0,-37.5,75.5,5.05,33.2,39.3,22.1,73.7,15.1,0.504,59.79,-0.300741791725159,0.5926,0.0396,0.0659,17.629,13.1,98.06287,6.1,6473460.0,3.71
1271,47.0,-9.14,73.8,8.31,36.1,80.4,16.0,73.1,13.5,0.396,91.5,0.879288077354431,0.4634,0.4547,0.6385,58.111,8.48,92.972305,5.2,1270591.0,1.72
1273,46.0,-12.5,79.6,3.42,34.0,81.3,4.11,111.0,40.1,0.17,90.75,0.523507833480835,0.1576,0.03,0.153,24.801,8.4,98.2658,2.5,11091491.0,1.44
1274,45.0,-5.27,57.4,9.29,61.7,65.1,61.2,39.8,7.76,0.505,91.5,1.01876068115234,0.6329,0.7005,0.6626,61.402,22.203,30.978733,23.5,2011492.0,3.62
1277,43.0,35.1,79.0,4.31,34.6,32.4,11.1,56.9,78.0,0.354,79.83,0.62064391374588,0.6604,0.3444,0.6745,0.0,1.5,100.0,2.5,2506774.0,2.4
1279,42.0,-3.8,75.4,3.72,34.0,73.0,7.01,107.0,19.4,0.166,81.5,0.682846009731293,0.1183,0.0468,0.1712,38.771,9.6,93.24359,2.5,38521868.0,1.34
1280,42.0,-1.9,75.7,2.13,37.0,30.1,20.2,74.1,10.6,0.302,43.0,0.158262476325035,0.0394,0.0124,0.0104,34.191,12.36,83.639725,4.0,10580399.0,2.02
1281,41.0,-18.8,71.5,11.1,36.1,70.6,11.9,128.0,14.6,0.243,83.75,0.357635468244553,0.4021,0.3031,0.5965,28.722,6.88,85.90005,4.6,7719035.0,1.42
1282,41.0,-8.35,75.9,4.28,32.6,70.4,6.15,114.0,32.4,0.157,87.5,0.60539698600769,0.369,0.0763,0.4447,45.349,9.91,96.29908,2.5,4405542.0,1.41
1283,41.0,-4.07,77.1,6.2,38.4,57.0,21.6,87.9,15.0,0.465,68.75,-0.819362878799438,0.32,0.2216,0.0049,30.947,8.87,91.22864,2.5,70468864.0,2.21
1284,40.0,-26.5,74.1,4.38,45.2,63.1,22.4,102.0,10.6,0.447,79.8,-0.0072707314975559,0.1978,0.0,0.3559,37.226,6.41,83.46406,9.7,6044130.0,2.41
1285,38.0,-4.23,77.3,5.2,54.9,64.7,20.3,78.4,12.1,0.493,57.67,-1.80652725696564,0.6014,0.0193,0.1478,23.184,10.25,81.49621,11.0,43306592.0,2.12
1286,37.0,-16.3,60.5,16.1,42.7,53.5,79.3,32.1,3.76,0.567,91.0,-0.0730612650513649,0.6733,0.6731,0.7987,51.331,4.865,12.186251,9.4,23708328.0,4.39
1287,37.0,-14.1,73.4,15.8,37.5,70.6,14.4,98.3,9.77,0.364,87.25,0.198067933320999,0.3069,0.1723,0.2373,46.564,6.41,76.49881,2.5,20744226.0,1.43
1288,36.0,-18.2,64.4,6.59,39.6,53.7,80.9,31.4,3.33,0.606,75.0,-0.244918704032898,0.6939,0.7081,0.1497,57.465,10.073,44.281605,13.6,11563878.0,5.11
1289,35.0,1.36,73.3,6.44,54.9,73.8,21.9,63.4,15.7,0.465,74.75,-0.3579480946064,0.5408,0.0468,0.6054,16.552,9.28,79.295975,5.6,190779456.0,1.88
1290,35.0,8.68,74.2,7.75,42.3,30.1,20.1,41.4,5.84,0.256,11.0,-0.500553727149963,0.1538,0.1327,0.6643,54.801,4.35,70.00602,5.0,1321513216.0,1.58
1291,35.0,-4.09,65.8,6.94,35.0,77.4,67.9,19.6,3.37,0.603,60.67,-1.15429580211639,0.4182,0.8069,0.326,70.094,8.536,34.01546,17.5,1189691776.0,2.82
1292,35.0,-1.74,75.6,5.79,49.4,67.3,19.0,61.5,13.9,0.42,46.37,-0.729851603507996,0.5418,0.1511,0.1796,23.08,3.63,82.87293,4.1,108302976.0,2.42
1293,35.0,-8.49,71.2,3.17,40.5,38.9,36.5,64.3,8.56,0.545,66.75,-0.501324236392975,0.4841,0.4683,0.0035,43.683,9.56,75.07866,5.5,31232634.0,2.56
1294,35.0,7.36,78.3,1.49,50.0,62.1,23.6,53.9,10.3,0.431,62.62,-0.774885892868042,0.6566,0.3358,0.1988,24.197,4.08,69.24466,13.7,28600380.0,2.62
1296,34.0,-26.8,72.0,9.46,38.1,47.6,19.1,66.5,5.71,0.383,79.17,-0.645898997783661,0.4923,0.4749,0.6543,45.621,13.28,88.35767,4.0,3906476.0,1.77
1298,34.0,25.0,71.3,8.44,35.8,19.1,14.7,108.0,43.3,0.663,40.25,-0.467305243015289,0.18,0.0949,0.127,18.573,5.73,98.94309,4.8,26400066.0,3.24
1301,33.0,-29.3,75.3,6.2,33.1,57.4,8.26,61.1,22.2,0.267,88.83,-0.631416618824005,0.63,0.6751,0.6851,55.399,28.98,95.16789,2.5,4007877.0,1.29
1302,33.0,31.9,62.0,4.23,41.5,28.6,70.5,75.4,9.28,0.584,68.5,0.30284458398819,0.769,0.7821,0.6674,16.258,18.272,40.896038,15.9,1549774.0,4.16
1303,33.0,-21.8,76.3,11.3,45.3,72.8,19.5,99.4,15.8,0.426,91.37,-0.256037086248398,0.4129,0.1098,0.616,46.816,6.679,83.996025,8.3,2701222.0,2.29
1305,33.0,-60.0,45.1,-6.69,49.2,63.9,118.0,24.3,2.88,0.562,70.5,-0.391314208507538,0.255,0.2543,0.7211,76.696,16.928,24.001078,12.4,1983471.0,3.41
1306,33.0,-17.9,72.4,4.59,44.4,62.7,12.4,86.1,15.9,0.179,88.5,-0.426525264978409,0.5023,0.5021,0.5899,42.736,35.23,90.27206,3.6,2083494.0,1.48
1309,33.0,7.3,44.9,5.01,51.8,29.9,112.0,35.1,3.68,0.572,45.5,0.0480266362428665,0.0582,0.1722,0.4444,78.171,28.24,53.634895,10.7,1084015.0,3.76
1310,33.0,7.87,76.0,2.47,39.8,62.4,15.4,79.3,12.2,0.395,46.5,-1.11284792423248,0.6338,0.6344,0.0994,60.05,1.18,94.44258,10.2,66826752.0,1.56
1311,32.0,-11.1,61.9,10.3,40.9,57.0,75.9,11.1,1.84,0.622,80.0,0.0896256566047668,0.8791,0.0204,0.5191,69.957,3.253,7.083886,30.5,19924960.0,4.87
1312,32.0,-6.65,78.5,4.82,52.7,73.5,21.7,87.7,18.7,0.474,82.12,-0.0613481253385544,0.5528,0.3873,0.3338,35.732,5.844,69.62595,16.2,3431619.0,2.64
1313,32.0,-10.4,74.0,14.0,38.4,66.0,12.9,39.8,6.88,0.415,32.5,-1.75128364562988,0.415,0.4645,0.4853,81.728,5.97,83.12531,11.8,20078652.0,2.27
1314,32.0,-8.4,58.5,9.1,40.3,52.3,84.4,19.8,2.66,0.589,82.0,-0.38706237077713,0.7353,0.8983,0.6334,73.879,3.024,14.552349,25.7,41716500.0,5.58
1316,30.0,22.2,73.6,6.4,29.4,32.5,30.7,81.1,8.64,0.529,59.5,-1.15058553218842,0.3394,0.4427,0.0091,34.652,13.79,86.29944,5.9,33983836.0,2.66
1317,30.0,-20.6,73.5,4.28,31.2,41.2,21.6,62.5,7.68,0.331,76.37,0.150905832648277,0.1272,0.1291,0.4576,36.261,9.81,89.69034,6.9,3004398.0,1.4
1319,30.0,-8.42,72.9,7.64,48.9,61.6,35.6,58.6,11.9,0.493,77.25,-0.0785724595189095,0.4294,0.0395,0.3118,29.98,5.16,80.96104,16.2,9402209.0,2.69
1320,30.0,-23.7,75.5,3.13,31.8,57.2,12.2,26.2,24.7,0.422,71.25,-2.11909532546997,0.1314,0.1312,0.7886,13.099,8.98,83.46962,9.9,4809608.0,1.63
1321,30.0,1.35,64.0,11.6,35.8,66.0,34.5,45.8,8.62,0.393,76.6,0.668377757072449,0.3682,0.3734,0.0799,35.436,7.2,52.413967,25.2,2605647.0,2.33
1322,29.0,-26.7,77.5,4.39,30.2,59.1,16.7,78.0,9.74,0.286,74.5,-0.203974649310112,0.2204,0.0399,0.4719,51.098,15.97,93.505745,8.3,2976089.0,1.67
1323,29.0,4.38,75.3,14.9,46.2,66.3,15.7,101.0,22.1,0.367,75.17,0.0977966338396072,0.255,0.0618,0.2236,9.634,8.47,90.91981,3.3,39876116.0,2.41
1324,29.0,7.53,69.6,7.37,54.5,60.6,49.4,33.5,14.9,0.538,78.5,-0.852070689201355,0.7396,0.224,0.2085,34.918,2.643,43.179455,23.9,9711155.0,3.43
1325,29.0,-13.1,56.5,2.49,40.9,36.6,137.0,12.6,2.83,0.64,78.5,0.307008683681488,0.7377,0.7228,0.5798,77.004,3.3,15.615305,16.0,14757072.0,6.12
1327,29.0,-4.58,69.2,12.6,31.3,39.0,33.0,36.6,5.89,0.56,42.0,-0.552382111549377,0.1836,0.0237,0.1979,56.922,8.8,93.41681,5.7,82218760.0,3.02
1329,28.0,-17.0,69.5,7.12,53.7,60.7,39.2,86.9,11.7,0.553,67.0,-0.753424942493439,0.5122,0.4586,0.3753,52.492,3.14,64.32612,18.2,13696609.0,3.7
1331,28.0,-8.17,52.8,7.54,45.8,53.9,121.0,14.5,2.06,0.572,77.0,0.35761559009552,0.6932,0.8125,0.6759,69.636,3.097,17.660328,29.9,21280520.0,5.67
1332,28.0,-8.64,61.6,12.9,50.1,37.6,87.8,6.67,2.81,0.467,41.12,-0.360214412212372,0.3238,0.0,0.5066,83.079,11.916,54.59544,32.3,9523177.0,4.9
1335,27.0,-5.03,59.5,0.39,40.9,61.1,118.0,23.7,2.87,0.629,83.0,0.386217623949051,0.7872,0.7905,0.5544,58.442,0.886,11.60785,10.1,8647761.0,5.52
1337,27.0,-8.35,57.1,4.56,36.9,59.3,147.0,18.0,2.86,0.647,83.5,0.230479195713997,0.6906,0.8388,0.182,66.388,1.324,24.982077,10.4,14080916.0,6.72
1339,27.0,-5.47,68.1,22.8,27.0,69.4,13.4,119.0,10.4,0.345,73.25,0.172825917601585,0.4737,0.4741,0.6157,31.853,6.35,95.637924,2.5,46313064.0,1.34
1342,26.0,-5.02,66.9,8.9,36.8,35.1,105.0,44.8,5.57,0.661,84.5,-0.279368013143539,0.615,0.326,0.0149,56.11,9.977,26.688547,8.1,3153519.0,5.1
1343,26.0,-26.9,73.9,9.67,46.3,58.8,23.5,44.6,7.81,0.518,85.75,-0.120370902121067,0.4844,0.0473,0.429,43.672,4.89,63.977814,21.6,5607460.0,2.57
1346,26.0,-13.6,72.9,9.63,35.7,26.4,24.1,53.1,5.25,0.303,20.75,0.251871973276138,0.2383,0.2377,0.508,71.496,2.03,65.5573,14.1,84762272.0,1.91
1349,25.0,-28.1,71.2,6.63,55.8,62.1,26.9,52.8,11.1,0.471,74.5,-0.43703019618988,0.1867,0.0553,0.2357,50.095,3.21,70.840416,21.0,7924462.0,3.2
1350,25.0,7.8,74.4,22.9,43.8,28.8,23.1,41.2,16.8,0.511,3.5,-0.931640446186066,0.6684,0.7462,0.1152,31.136,10.77,83.234474,5.7,72319424.0,1.79
1352,25.0,-18.9,68.3,7.6,37.1,37.4,54.9,12.2,4.53,0.576,46.25,-1.88537847995758,0.6632,0.7167,0.1417,84.219,10.514,32.929028,14.9,26713652.0,3.01
1353,25.0,2.38,70.5,3.16,46.9,63.0,33.3,64.0,6.76,0.462,55.25,-1.60488569736481,0.2385,0.836,0.3056,54.46,3.43,64.72976,12.1,89561376.0,3.35
1355,24.0,0.742,55.9,0.491,42.8,33.6,121.0,24.9,4.42,0.629,64.0,-0.32610896229744,0.8635,0.8898,0.7338,50.254,3.06,39.468224,12.6,18251868.0,5.27
1357,24.0,-6.56,62.7,7.27,31.6,41.9,94.9,34.6,3.98,0.611,35.17,-2.43270516395569,0.7098,0.719,0.3848,65.613,0.4,43.779247,15.8,181924528.0,3.98
1358,24.0,7.75,76.0,12.6,53.0,62.8,28.4,84.0,14.0,0.509,73.9,-0.74012291431427,0.1689,0.5975,0.2123,41.714,4.71,78.8079,9.4,5590148.0,2.91
1360,23.0,-8.23,62.6,4.41,45.1,42.9,86.3,45.3,3.9,0.66,51.75,0.0474123023450375,0.7864,0.8076,0.097,46.519,9.038,46.165817,18.7,1764889.0,5.79
1361,23.0,4.04,68.7,11.3,35.7,63.8,38.5,39.8,4.11,0.534,69.5,-1.19806575775146,0.7351,0.768,0.234,52.465,8.06,53.99525,18.5,234858288.0,2.51
1362,23.0,8.62,67.5,13.8,42.3,47.5,11.9,119.0,20.2,0.326,43.1,-0.863382518291473,0.2452,0.2485,0.4398,26.447,6.0,86.08298,2.5,143117680.0,1.41
1363,23.0,-12.9,57.8,4.97,43.0,20.9,98.0,19.7,2.56,0.617,84.83,-0.341404855251312,0.7099,0.898,0.6596,63.884,3.815,12.05339,26.2,6047539.0,5.06
1364,22.0,27.8,58.0,4.31,43.8,28.8,148.0,23.7,6.62,0.621,73.5,-0.666658759117126,0.7867,0.787,0.6276,42.476,3.827,37.259308,46.1,20909692.0,6.37
1366,22.0,3.14,57.9,7.1,42.0,35.3,146.0,27.2,3.24,0.675,50.17,-2.01405644416809,0.8505,0.8316,0.7421,59.181,3.791,32.382835,6.6,148294032.0,5.93
1367,21.0,39.6,68.2,21.0,26.5,32.5,46.0,50.9,15.8,0.353,44.6,-0.62599641084671,0.2047,0.2054,0.4899,47.21,6.33,77.22816,2.5,8878408.0,1.84
1368,21.0,-6.27,70.4,12.9,29.6,33.4,7.17,70.8,12.0,0.158,36.37,0.34100878238678,0.3222,0.4666,0.6116,26.727,7.659,93.70054,2.5,9825990.0,1.4
1369,21.0,-11.6,58.5,6.74,47.9,30.6,73.6,32.5,3.75,0.62,75.5,-0.771577417850494,0.8747,0.6871,0.6642,38.107,20.122,14.526042,35.4,3956337.0,5.01
1370,21.0,-0.449,55.3,3.09,42.9,33.3,119.0,37.7,4.02,0.663,73.0,-1.83957278728485,0.8204,0.7842,0.7551,53.929,6.185,24.730207,17.9,19817700.0,5.34
1371,21.0,1.28,73.7,6.65,53.4,56.4,21.0,69.7,13.2,0.449,81.5,-0.815987229347229,0.655,0.1308,0.1417,37.896,3.14,76.8906,22.1,14251838.0,2.74
1372,21.0,6.46,65.3,15.5,30.1,35.4,26.9,77.0,9.52,0.321,58.37,0.647996783256531,0.6171,0.6621,0.5898,43.391,7.26,97.189125,5.1,16006138.0,2.47
1373,21.0,-10.1,58.5,8.13,45.3,49.4,69.1,29.8,4.17,0.634,76.25,-1.30544221401215,0.8588,0.886,0.7765,77.58,2.919,31.520405,26.9,38036796.0,4.68
1374,21.0,-31.2,67.6,14.9,33.9,40.6,35.8,41.0,5.72,0.359,66.4,-0.990260481834412,0.6752,0.5949,0.447,64.713,2.677,94.19954,9.6,5294777.0,2.73
1376,21.0,-9.22,54.1,6.6,37.0,38.4,189.0,13.1,2.81,0.664,60.5,-0.0615781955420971,0.8191,0.7634,0.5395,62.311,3.787,12.351813,41.7,5939169.0,5.62
1379,20.0,-5.95,68.2,6.47,32.8,58.1,58.8,23.8,3.92,0.634,46.83,-1.54307162761688,0.0454,0.0925,0.209,71.763,4.092,34.325474,13.9,144135936.0,2.44
1380,20.0,-7.62,65.2,6.52,41.1,48.2,55.9,18.8,3.32,0.531,74.67,-0.363606303930283,0.2105,0.2104,0.0965,80.587,1.26,28.982796,14.8,13714798.0,3.09
1381,20.0,-9.35,46.1,1.84,56.5,17.4,160.0,7.77,2.9,0.695,77.5,-1.85726404190063,0.8295,0.8334,0.7916,61.661,5.258,19.124893,35.7,4375582.0,5.32
1383,20.0,17.3,66.6,9.27,44.7,17.8,66.0,7.6,5.8,0.235,-3.75,0.277233392000198,0.3918,0.3984,0.2327,52.419,5.739,94.320915,3.9,5024897.0,2.67
1385,19.0,-2.0,57.1,20.3,42.1,25.2,128.0,10.9,1.3,0.659,49.5,-2.1784999370575,0.8747,0.8705,0.7021,61.53,3.316,21.056585,34.5,60289424.0,6.61
1388,19.0,-12.0,62.9,7.44,35.4,21.0,78.7,24.5,4.25,0.541,25.0,-0.176476791501045,0.5139,0.6382,0.5453,71.684,1.092,48.489483,20.1,6041355.0,3.42
1390,18.0,4.28,54.8,3.3,41.5,15.8,162.0,8.56,3.09,0.75,63.5,-1.86808049678802,0.862,0.8635,0.6411,78.132,0.924,10.133472,39.2,10722738.0,6.9
1391,18.0,-0.602,66.3,15.3,35.5,28.6,82.8,26.3,4.91,0.636,44.25,-2.36272478103638,0.7147,0.719,0.4307,67.134,14.843,24.329601,16.7,31191168.0,5.03
1393,17.0,4.93,65.3,21.9,35.0,17.9,44.0,20.8,1.97,0.23,25.120000000000005,-1.36203336715698,0.4125,0.412,0.2133,50.495,4.99,96.84051,11.5,27309622.0,2.46
1394,16.0,-17.4,60.0,4.11,60.2,41.9,85.2,26.5,3.26,0.612,76.5,-1.31972801685333,0.095,0.0,0.4704,55.426,16.8,24.064535,50.1,9420832.0,3.58
1395,15.0,17.7,67.2,14.4,28.8,40.0,37.9,48.9,10.8,0.609,32.17,-2.77105069160461,0.3689,0.3694,0.4844,31.127,8.65,77.95173,17.8,28660888.0,4.55
1399,34.0,-26.8,77.6,4.12,30.0,59.1,15.5,63.0,10.0,0.293,84.0,-0.0305009130388498,0.2204,0.0399,0.4719,50.009,13.06,94.07581,7.3,2951690.0,1.65
1400,32.0,19.3,73.9,15.3,28.9,33.2,29.4,78.2,8.79,0.523,68.67,-1.09584629535675,0.3394,0.4427,0.0091,33.903,11.33,86.53356,5.6,34569592.0,2.75
1401,19.0,23.6,58.8,19.4,42.7,33.5,138.0,31.2,6.51,0.568,70.5,-0.361787378787994,0.7867,0.787,0.6276,41.718,3.791,38.52751,42.9,21691524.0,6.31
1402,29.0,3.72,75.7,23.2,44.9,66.3,15.3,115.0,22.7,0.363,85.92,-0.0877556875348091,0.255,0.0618,0.2236,9.47,7.84,91.44752,3.3,40273768.0,2.4
1403,29.0,-26.0,73.5,5.99,29.2,40.9,20.5,48.3,7.84,0.348,77.25,-0.0068530277349054,0.1272,0.1291,0.4576,36.36,9.997,90.08779,5.6,2983425.0,1.4
1404,87.0,-2.55,81.7,4.62,35.4,90.9,5.21,104.0,61.3,0.138,93.75,0.954700112342834,0.0929,0.3349,0.8211,15.057,4.23,99.99115,2.5,21247876.0,1.94
1405,81.0,4.42,80.5,1.96,30.4,84.9,4.54,130.0,60.3,0.121,96.5,1.33927059173584,0.1068,0.1522,0.4146,42.034,4.13,99.98933,2.5,8321134.0,1.41
1406,19.0,42.3,68.5,27.8,26.7,31.9,43.1,72.8,17.0,0.352,46.37,-0.330349981784821,0.2047,0.2054,0.4899,47.01,5.86,79.725266,2.5,8999697.0,1.87
1408,21.0,-7.3,69.0,7.86,32.5,55.2,55.4,30.7,3.97,0.665,57.3,-1.50833129882813,0.0454,0.0925,0.209,71.032,4.548,35.890068,13.6,145421328.0,2.38
1410,20.0,-7.72,70.5,21.2,27.8,33.4,6.55,83.0,12.5,0.153,41.67,0.521403908729553,0.3222,0.4666,0.6116,26.274,7.027,94.26496,2.5,9787829.0,1.45
1411,73.0,0.673,79.9,1.91,28.4,81.6,4.64,106.0,54.2,0.1,97.0,0.620571196079254,0.5554,0.5409,0.2127,2.44499999999999,6.98,99.48601,2.5,10726720.0,1.81
1413,31.0,-3.49,60.1,6.43,41.5,60.6,116.0,40.7,2.9,0.626,85.0,0.376421362161636,0.7872,0.7905,0.5544,57.931,0.935,11.984372,9.0,8906472.0,5.47
1415,30.0,6.95,69.8,10.4,50.8,61.5,46.4,51.0,15.6,0.532,71.8,-0.696565806865692,0.7396,0.224,0.2085,34.465,2.6,44.800625,24.7,9880593.0,3.35
1416,32.0,-32.5,75.9,7.34,33.0,57.0,7.9,80.6,22.0,0.253,92.0,-0.539653778076172,0.63,0.6751,0.6851,55.08,23.41,95.18446,2.5,3943390.0,1.3
1417,58.0,-5.11,54.7,9.37,61.0,74.7,59.3,74.0,10.8,0.505,86.0,1.03310561180115,0.4102,0.411,0.5986,40.556,16.59,63.342453,22.0,2007322.0,2.9
1418,35.0,-0.19,73.5,8.78,54.0,73.8,20.7,78.2,16.6,0.461,82.0,-0.313424706459045,0.5408,0.0468,0.6054,16.251,8.27,80.15408,5.1,192672320.0,1.85
1419,36.0,-19.7,71.9,8.12,33.6,70.2,11.4,136.0,17.4,0.247,87.5,0.369860708713531,0.4021,0.3031,0.5965,28.378,5.61,85.91057,4.5,7674912.0,1.45
1420,35.0,-15.1,57.1,9.16,40.3,36.0,129.0,19.9,2.83,0.628,87.0,0.118724599480629,0.7377,0.7228,0.5798,76.466,3.406,16.218134,15.4,15197917.0,6.04
1423,18.0,-2.23,65.9,12.3,41.0,48.7,51.8,30.4,3.46,0.531,64.5,-0.298690915107727,0.2105,0.2104,0.0965,80.429,0.82,31.85697,14.5,13943897.0,3.02
1424,23.0,-2.91,56.6,4.94,43.4,34.6,116.0,32.8,4.59,0.628,63.1,-0.552110910415649,0.8635,0.8898,0.7338,49.65,3.418,39.84931,11.2,18777082.0,5.22
1425,87.0,1.77,81.1,3.99,33.8,90.7,5.81,66.5,60.5,0.143,96.67,1.0413726568222,0.7124,0.5772,0.6958,19.422,6.14,99.64146,2.5,33218542.0,1.63
1426,20.0,-12.4,46.8,7.08,56.2,18.6,157.0,12.8,3.04,0.696,81.5,-1.84381413459778,0.8295,0.8334,0.7916,61.494,5.206,18.71103,33.3,4467237.0,5.29
1427,16.0,5.1,55.2,8.65,42.0,15.2,158.0,14.4,3.26,0.748,58.75,-1.96519660949707,0.862,0.8635,0.6411,78.099,0.943,10.173716,40.1,11098672.0,6.8
1428,69.0,1.65,78.7,0.311,47.1,78.9,8.89,88.8,16.2,0.356,88.5,0.431912958621979,0.1861,0.1871,0.3841,13.041,9.29,96.16973,3.4,16661463.0,1.93
1429,36.0,7.59,74.3,7.8,43.0,30.4,18.5,48.2,6.26,0.257,14.5,-0.49308842420578,0.1538,0.1327,0.6643,53.461,4.59,71.93309,4.0,1330167168.0,1.58
1430,38.0,-2.95,77.6,7.68,55.3,65.4,19.7,94.4,12.6,0.491,64.5,-1.85346233844757,0.6014,0.0193,0.1478,22.796,10.52,82.44506,11.3,43815316.0,2.08
1432,19.0,13.7,59.4,16.3,48.1,29.4,68.8,44.2,3.95,0.619,79.25,-0.721322357654572,0.8747,0.6871,0.6642,37.654,19.975,15.03204,35.5,4089607.0,5.0
1433,51.0,-8.79,80.3,11.4,48.6,80.4,10.3,41.9,20.8,0.333,94.9,0.359765231609344,0.2368,0.0489,0.241,30.61,4.78,95.463554,3.9,4501921.0,1.98
1434,20.0,0.0867,56.3,5.37,43.2,32.7,115.0,51.6,3.99,0.661,73.5,-1.80406737327576,0.8204,0.7842,0.7551,53.509,6.356,25.436508,18.2,20244452.0,5.3
1435,44.0,-10.1,75.9,5.51,33.7,70.4,5.9,104.0,32.3,0.156,91.5,0.573651909828186,0.369,0.0763,0.4447,45.181,8.53,96.32195,2.5,4393666.0,1.43
1437,64.0,-12.8,78.8,4.73,31.7,77.0,4.03,128.0,52.4,0.125,92.5,0.639003932476044,0.0939,0.3962,0.3962,32.161,3.65,99.61531,6.4,1092402.0,1.46
1438,52.0,2.16,77.3,2.01,26.3,81.9,3.72,133.0,31.4,0.154,96.0,1.04987955093384,0.3222,0.3233,0.6591,26.606,4.39,99.13801,2.5,10378586.0,1.42
1439,17.0,-5.72,57.5,20.5,42.1,22.8,124.0,16.0,1.42,0.658,48.75,-2.00307631492615,0.8747,0.8705,0.7021,61.024,3.551,20.57103,34.5,62249724.0,6.57
1440,93.0,3.52,79.0,4.13,25.3,95.2,4.31,119.0,55.0,0.056,96.5,1.06538677215576,0.0819,0.1049,0.2333,13.513,3.68,99.59724,2.5,5502752.0,1.89
1443,30.0,-13.6,73.3,10.4,48.1,62.0,35.1,75.7,11.5,0.492,82.0,-0.0380077101290226,0.4294,0.0395,0.3118,28.7,4.76,81.472206,16.0,9522954.0,2.66
1444,20.0,0.27,73.8,13.8,49.8,56.4,20.1,80.6,12.6,0.447,84.5,-0.728682398796082,0.655,0.1308,0.1417,37.7,3.92,78.08761,21.3,14496800.0,2.71
1445,28.0,-5.59,69.3,12.2,31.1,38.9,31.6,49.2,5.9,0.562,49.75,-0.510431706905365,0.1836,0.0237,0.1979,56.942,8.517,93.71506,5.6,83844784.0,3.06
1446,39.0,-27.2,74.7,3.53,46.9,64.0,21.3,115.0,10.2,0.443,87.2,0.0393931120634079,0.1978,0.0,0.3559,36.322,5.88,83.457214,9.9,6068108.0,2.36
1449,66.0,-3.9,74.4,6.8,31.9,76.8,5.43,121.0,26.8,0.21,98.0,0.571973562240601,0.5062,0.4944,0.4985,31.649,5.45,99.43748,2.5,1337013.0,1.64
1451,90.0,3.62,80.0,3.04,27.8,92.5,3.36,129.0,52.9,0.07,98.0,1.44586837291718,0.1315,0.1412,0.2531,16.701,6.37,99.44811,2.5,5313358.0,1.85
1452,69.0,-1.16,81.2,2.37,33.0,80.7,4.34,93.9,57.4,0.133,92.33,0.543759167194366,0.1032,0.1221,0.4029,22.132,7.06,98.65699,2.5,61721004.0,1.98
1453,31.0,35.4,62.2,20.5,41.1,30.0,68.0,81.3,9.55,0.581,73.25,0.261874705553055,0.769,0.7821,0.6674,15.641,19.19,41.926395,16.8,1599988.0,4.14
1454,19.0,-10.1,62.9,2.48,44.6,41.9,83.1,64.1,4.07,0.656,57.25,0.0651512742042542,0.7864,0.8076,0.097,45.789,9.056,46.113964,15.8,1820544.0,5.76
